"","X","year","region","state_po","state_fips","state_cen","state_ic","office","candidate","party","writein","candidatevotes","totalvotes","version","state_percent"
"214",214,1976,"north carolina","NC",37,56,47,"US President","Ford, Gerald","republican",FALSE,741960,1677906,20171015,0.442194020404004
"215",215,1976,"north carolina","NC",37,56,47,"US President","Anderson, Thomas J.","american",FALSE,5607,1677906,20171015,0.00334166514691526
"216",216,1976,"north carolina","NC",37,56,47,"US President","Macbride, Roger","libertarian",FALSE,2219,1677906,20171015,0.00132248171232477
"217",217,1976,"north carolina","NC",37,56,47,"US President","Larouche, Lyndon, Jr.","u.s. labor",FALSE,755,1677906,20171015,0.000449965611899594
"218",218,1976,"north dakota","ND",38,44,36,"US President","Ford, Gerald","republican",FALSE,153684,297308,20171015,0.516918481843745
"219",219,1976,"north dakota","ND",38,44,36,"US President","Carter, Jimmy","democrat",FALSE,136078,297308,20171015,0.457700431875362
"220",220,1976,"north dakota","ND",38,44,36,"US President","Anderson, Thomas J.","american",FALSE,3698,297308,20171015,0.0124382794946655
"221",221,1976,"north dakota","ND",38,44,36,"US President","McCarthy, Eugene """"Gene""""","independent",FALSE,2952,297308,20171015,0.00992909709795902
"222",222,1976,"north dakota","ND",38,44,36,"US President","Maddox, Lester","american independent party",FALSE,269,297308,20171015,0.000904785609536239
"223",223,1976,"north dakota","ND",38,44,36,"US President","Macbride, Roger","libertarian",FALSE,256,297308,20171015,0.000861059910934115
"224",224,1976,"north dakota","ND",38,44,36,"US President","Larouche, Lyndon, Jr.","u.s. labor",FALSE,142,297308,20171015,0.000477619169346267
"225",225,1976,"north dakota","ND",38,44,36,"US President","Hall, Gus","communist party use",FALSE,85,297308,20171015,0.000285898798552343
"226",226,1976,"north dakota","ND",38,44,36,"US President","Bubar, Benjamin """"Ben""""","prohibition",FALSE,63,297308,20171015,0.000211901462456442
"227",227,1976,"north dakota","ND",38,44,36,"US President","Camejo, Peter","socialist workers",FALSE,43,297308,20171015,0.000144631156914715
"228",228,1976,"north dakota","ND",38,44,36,"US President","Zeidler, Frank","socialist",FALSE,38,297308,20171015,0.000127813580529283
"229",229,1976,"ohio","OH",39,31,24,"US President","Carter, Jimmy","democrat",FALSE,2009959,4110456,20171015,0.488986866663942
"230",230,1976,"ohio","OH",39,31,24,"US President","Ford, Gerald","republican",FALSE,2000626,4110456,20171015,0.486716315659382
"231",231,1976,"ohio","OH",39,31,24,"US President","McCarthy, Eugene """"Gene""""","independent",FALSE,58267,4110456,20171015,0.014175312909322
"232",232,1976,"ohio","OH",39,31,24,"US President","Maddox, Lester","american independent party",FALSE,15508,4110456,20171015,0.00377281741977046
"233",233,1976,"ohio","OH",39,31,24,"US President","Macbride, Roger","libertarian",FALSE,8952,4110456,20171015,0.00217786055853657
"234",234,1976,"ohio","OH",39,31,24,"US President","Hall, Gus","communist party use",FALSE,7817,4110456,20171015,0.00190173547655053
"235",235,1976,"ohio","OH",39,31,24,"US President","Camejo, Peter","socialist workers",FALSE,4833,4110456,20171015,0.00117578195703834
"236",236,1976,"ohio","OH",39,31,24,"US President","Larouche, Lyndon, Jr.","u.s. labor",FALSE,4364,4110456,20171015,0.00106168269408552
"237",237,1976,"ohio","OH",39,31,24,"US President","Julius """"Jules"""", Levin","socialist labor",FALSE,68,4110456,20171015,1.65431767181062e-05
"238",238,1976,"ohio","OH",39,31,24,"US President","Bubar, Benjamin """"Ben""""","prohibition",FALSE,62,4110456,20171015,1.50834846547439e-05
"239",239,1976,"oklahoma","OK",40,73,53,"US President","Ford, Gerald","republican",FALSE,545708,1092251,20171015,0.499617761851443
"240",240,1976,"oklahoma","OK",40,73,53,"US President","Carter, Jimmy","democrat",FALSE,532442,1092251,20171015,0.48747220190231
"241",241,1976,"oklahoma","OK",40,73,53,"US President","McCarthy, Eugene """"Gene""""","independent",FALSE,14101,1092251,20171015,0.0129100362462474
"242",242,1976,"oregon","OR",41,92,72,"US President","Ford, Gerald","republican",FALSE,492120,1029876,20171015,0.477843934609604
"243",243,1976,"oregon","OR",41,92,72,"US President","Carter, Jimmy","democrat",FALSE,490407,1029876,20171015,0.476180627570698
"244",244,1976,"oregon","OR",41,92,72,"US President","McCarthy, Eugene """"Gene""""","independent",FALSE,40207,1029876,20171015,0.0390406223661878
"245",245,1976,"oregon","OR",41,92,72,"US President","","",TRUE,6107,1029876,20171015,0.00592984009725443
"246",246,1976,"oregon","OR",41,92,72,"US President","Anderson, Thomas J.","american",FALSE,1035,1029876,20171015,0.00100497535625648
"247",247,1976,"pennsylvania","PA",42,23,14,"US President","Carter, Jimmy","democrat",FALSE,2328677,4620787,20171015,0.503956793507253
"248",248,1976,"pennsylvania","PA",42,23,14,"US President","Ford, Gerald","republican",FALSE,2205604,4620787,20171015,0.477322153131058
"249",249,1976,"pennsylvania","PA",42,23,14,"US President","McCarthy, Eugene """"Gene""""","mccarthy '76",FALSE,50584,4620787,20171015,0.0109470529587276
"250",250,1976,"pennsylvania","PA",42,23,14,"US President","Maddox, Lester","constitution party",FALSE,25344,4620787,20171015,0.00548477997362787
"251",251,1976,"pennsylvania","PA",42,23,14,"US President","Camejo, Peter","socialist workers",FALSE,3009,4620787,20171015,0.00065118777385757
"252",252,1976,"pennsylvania","PA",42,23,14,"US President","Other","",FALSE,2934,4620787,20171015,0.000634956772515158
"253",253,1976,"pennsylvania","PA",42,23,14,"US President","Larouche, Lyndon, Jr.","u.s. labor",FALSE,2744,4620787,20171015,0.000593838235781048
"254",254,1976,"pennsylvania","PA",42,23,14,"US President","Hall, Gus","communist party use",FALSE,1891,4620787,20171015,0.000409237647180015
"255",255,1976,"rhode island","RI",44,15,5,"US President","Carter, Jimmy","democrat",FALSE,227636,410584,20171015,0.554420045593593
"256",256,1976,"rhode island","RI",44,15,5,"US President","Ford, Gerald","republican",FALSE,181249,410584,20171015,0.441441946106034
"257",257,1976,"rhode island","RI",44,15,5,"US President","Macbride, Roger","libertarian",FALSE,715,410584,20171015,0.00174142197455332
"258",258,1976,"rhode island","RI",44,15,5,"US President","Camejo, Peter","socialist workers",FALSE,462,410584,20171015,0.00112522650663445
"259",259,1976,"rhode island","RI",44,15,5,"US President","Hall, Gus","communist party use",FALSE,334,410584,20171015,0.000813475439861271
"260",260,1976,"rhode island","RI",44,15,5,"US President","Julius """"Jules"""", Levin","socialist labor",FALSE,188,410584,20171015,0.000457884379323111
"261",261,1976,"south carolina","SC",45,57,48,"US President","Carter, Jimmy","democrat",FALSE,450807,802583,20171015,0.561695176698236
"262",262,1976,"south carolina","SC",45,57,48,"US President","Ford, Gerald","republican",FALSE,346149,802583,20171015,0.431293710432441
"263",263,1976,"south carolina","SC",45,57,48,"US President","Anderson, Thomas J.","american",FALSE,2996,802583,20171015,0.00373294724657761
"264",264,1976,"south carolina","SC",45,57,48,"US President","Maddox, Lester","american independent party",FALSE,1950,802583,20171015,0.00242965525060959
"265",265,1976,"south carolina","SC",45,57,48,"US President","","",TRUE,681,802583,20171015,0.000848510372135966
"266",266,1976,"south dakota","SD",46,45,37,"US President","Ford, Gerald","republican",FALSE,151505,300678,20171015,0.503877902606775
"267",267,1976,"south dakota","SD",46,45,37,"US President","Carter, Jimmy","democrat",FALSE,147068,300678,20171015,0.48912125263571
"268",268,1976,"south dakota","SD",46,45,37,"US President","Macbride, Roger","libertarian",FALSE,1619,300678,20171015,0.00538449770186046
"269",269,1976,"south dakota","SD",46,45,37,"US President","Hall, Gus","communist party use",FALSE,318,300678,20171015,0.00105760980184782
"270",270,1976,"south dakota","SD",46,45,37,"US President","Camejo, Peter","socialist workers",FALSE,168,300678,20171015,0.000558737253806398
"271",271,1976,"tennessee","TN",47,62,54,"US President","Carter, Jimmy","democrat",FALSE,825879,1476346,20171015,0.559407483069687
"272",272,1976,"tennessee","TN",47,62,54,"US President","Ford, Gerald","republican",FALSE,633969,1476346,20171015,0.429417629742621
"273",273,1976,"tennessee","TN",47,62,54,"US President","Anderson, Thomas J.","independent",FALSE,5769,1476346,20171015,0.00390762057132949
"274",274,1976,"tennessee","TN",47,62,54,"US President","McCarthy, Eugene """"Gene""""","independent",FALSE,5004,1476346,20171015,0.00338944935672261
"275",275,1976,"tennessee","TN",47,62,54,"US President","Maddox, Lester","independent",FALSE,2303,1476346,20171015,0.00155993242776422
"276",276,1976,"tennessee","TN",47,62,54,"US President","Macbride, Roger","independent",FALSE,1375,1476346,20171015,0.000931353490306473
"277",277,1976,"tennessee","TN",47,62,54,"US President","Hall, Gus","independent",FALSE,547,1476346,20171015,0.000370509352143739
"278",278,1976,"tennessee","TN",47,62,54,"US President","Larouche, Lyndon, Jr.","independent",FALSE,512,1476346,20171015,0.000346802172390483
"279",279,1976,"tennessee","TN",47,62,54,"US President","Bubar, Benjamin """"Ben""""","independent",FALSE,442,1476346,20171015,0.000299387812883972
"280",280,1976,"tennessee","TN",47,62,54,"US President","","independent",FALSE,316,1476346,20171015,0.000214041965772251
"281",281,1976,"tennessee","TN",47,62,54,"US President","","",TRUE,230,1476346,20171015,0.000155790038378537
"282",282,1976,"texas","TX",48,74,49,"US President","Carter, Jimmy","democrat",FALSE,2082319,4071884,20171015,0.511389568072175
"283",283,1976,"texas","TX",48,74,49,"US President","Ford, Gerald","republican",FALSE,1953300,4071884,20171015,0.479704235189411
"284",284,1976,"texas","TX",48,74,49,"US President","McCarthy, Eugene """"Gene""""","independent",FALSE,20118,4071884,20171015,0.00494071049175271
"285",285,1976,"texas","TX",48,74,49,"US President","Anderson, Thomas J.","american",FALSE,11442,4071884,20171015,0.00281000146369592
"286",286,1976,"texas","TX",48,74,49,"US President","","",TRUE,2982,4071884,20171015,0.000732339133433074
"287",287,1976,"texas","TX",48,74,49,"US President","Camejo, Peter","socialist workers",FALSE,1723,4071884,20171015,0.000423145649532256
"288",288,1976,"utah","UT",49,87,67,"US President","Ford, Gerald","republican",FALSE,337908,541218,20171015,0.624347305521989
"289",289,1976,"utah","UT",49,87,67,"US President","Carter, Jimmy","democrat",FALSE,182110,541218,20171015,0.336481787375882
"290",290,1976,"utah","UT",49,87,67,"US President","Anderson, Thomas J.","american",FALSE,13304,541218,20171015,0.0245815918908832
"291",291,1976,"utah","UT",49,87,67,"US President","McCarthy, Eugene """"Gene""""","independent",FALSE,3907,541218,20171015,0.00721890254943479
"292",292,1976,"utah","UT",49,87,67,"US President","Macbride, Roger","liberal party",FALSE,2438,541218,20171015,0.00450465431674482
"293",293,1976,"utah","UT",49,87,67,"US President","Maddox, Lester","concerned citizens",FALSE,1162,541218,20171015,0.00214700915342801
"294",294,1976,"utah","UT",49,87,67,"US President","Camejo, Peter","independent",FALSE,268,541218,20171015,0.000495179391668422
"295",295,1976,"utah","UT",49,87,67,"US President","Hall, Gus","independent",FALSE,121,541218,20171015,0.000223569799969698
"296",296,1976,"vermont","VT",50,13,6,"US President","Ford, Gerald","republican",FALSE,100387,183902,20171015,0.545872258050483
"297",297,1976,"vermont","VT",50,13,6,"US President","Carter, Jimmy","democrat",FALSE,77798,183902,20171015,0.423040532457505
"298",298,1976,"vermont","VT",50,13,6,"US President","McCarthy, Eugene """"Gene""""","independent",FALSE,4001,183902,20171015,0.0217561527335211
"299",299,1976,"vermont","VT",50,13,6,"US President","Other","",FALSE,1090,183902,20171015,0.0059270698524214
"300",300,1976,"vermont","VT",50,13,6,"US President","Camejo, Peter","socialist workers",FALSE,430,183902,20171015,0.00233820186838642
"301",301,1976,"vermont","VT",50,13,6,"US President","Larouche, Lyndon, Jr.","u.s. labor",FALSE,196,183902,20171015,0.00106578503768311
"302",302,1976,"virginia","VA",51,54,40,"US President","Ford, Gerald","republican",FALSE,836554,1697094,20171015,0.492933214070641
"303",303,1976,"virginia","VA",51,54,40,"US President","Carter, Jimmy","democrat",FALSE,813896,1697094,20171015,0.479582156321335
"304",304,1976,"virginia","VA",51,54,40,"US President","Camejo, Peter","socialist workers",FALSE,17802,1697094,20171015,0.0104896959154885
"305",305,1976,"virginia","VA",51,54,40,"US President","Anderson, Thomas J.","american",FALSE,16686,1697094,20171015,0.00983210122715654
"306",306,1976,"virginia","VA",51,54,40,"US President","Larouche, Lyndon, Jr.","u.s. labor",FALSE,7508,1697094,20171015,0.00442403308243385
"307",307,1976,"virginia","VA",51,54,40,"US President","Macbride, Roger","libertarian",FALSE,4648,1697094,20171015,0.0027387993829452
"308",308,1976,"washington","WA",53,91,73,"US President","Ford, Gerald","republican",FALSE,777732,1555534,20171015,0.49997749968821
"309",309,1976,"washington","WA",53,91,73,"US President","Carter, Jimmy","democrat",FALSE,717323,1555534,20171015,0.461142604404661
"310",310,1976,"washington","WA",53,91,73,"US President","McCarthy, Eugene """"Gene""""","independent",FALSE,36986,1555534,20171015,0.0237770437676065
"311",311,1976,"washington","WA",53,91,73,"US President","Maddox, Lester","american independent party",FALSE,8585,1555534,20171015,0.00551900504906997
"312",312,1976,"washington","WA",53,91,73,"US President","Other","",FALSE,5482,1555534,20171015,0.00352419169237059
"313",313,1976,"washington","WA",53,91,73,"US President","Macbride, Roger","libertarian",FALSE,5042,1555534,20171015,0.0032413306298673
"314",314,1976,"washington","WA",53,91,73,"US President","Anderson, Thomas J.","constitution party",FALSE,1046,1555534,20171015,0.000672437889496469
"315",315,1976,"washington","WA",53,91,73,"US President","Camejo, Peter","socialist workers",FALSE,905,1555534,20171015,0.000581793776285186
"316",316,1976,"washington","WA",53,91,73,"US President","Larouche, Lyndon, Jr.","u.s. labor",FALSE,903,1555534,20171015,0.000580508044182898
"317",317,1976,"washington","WA",53,91,73,"US President","Hall, Gus","communist party use",FALSE,817,1555534,20171015,0.000525221563784527
"318",318,1976,"washington","WA",53,91,73,"US President","Julius """"Jules"""", Levin","socialist labor",FALSE,713,1555534,20171015,0.000458363494465566
"319",319,1976,"west virginia","WV",54,55,56,"US President","Carter, Jimmy","democrat",FALSE,435864,750590,20171015,0.580695186453323
"320",320,1976,"west virginia","WV",54,55,56,"US President","Ford, Gerald","republican",FALSE,314726,750590,20171015,0.419304813546677
"321",321,1976,"wisconsin","WI",55,35,25,"US President","Carter, Jimmy","democrat",FALSE,1040232,2101336,20171015,0.495033635744117
"322",322,1976,"wisconsin","WI",55,35,25,"US President","Ford, Gerald","republican",FALSE,1004987,2101336,20171015,0.47826097301907
"323",323,1976,"wisconsin","WI",55,35,25,"US President","McCarthy, Eugene """"Gene""""","independent",FALSE,34943,2101336,20171015,0.016628944633319
"324",324,1976,"wisconsin","WI",55,35,25,"US President","Maddox, Lester","american independent party",FALSE,8552,2101336,20171015,0.00406979178960433
"325",325,1976,"wisconsin","WI",55,35,25,"US President","Zeidler, Frank","socialist",FALSE,4298,2101336,20171015,0.00204536542466317
"326",326,1976,"wisconsin","WI",55,35,25,"US President","Macbride, Roger","libertarian",FALSE,3814,2101336,20171015,0.00181503576772111
"327",327,1976,"wisconsin","WI",55,35,25,"US President","Other","",FALSE,2430,2101336,20171015,0.00115640716191985
"328",328,1976,"wisconsin","WI",55,35,25,"US President","Camejo, Peter","socialist workers",FALSE,1691,2101336,20171015,0.000804726136134345
"329",329,1976,"wisconsin","WI",55,35,25,"US President","Julius """"Jules"""", Levin","socialist labor",FALSE,389,2101336,20171015,0.000185120323451366
"330",330,1976,"wyoming","WY",56,83,68,"US President","Ford, Gerald","republican",FALSE,92717,156343,20171015,0.593035825076914
"331",331,1976,"wyoming","WY",56,83,68,"US President","Carter, Jimmy","democrat",FALSE,62239,156343,20171015,0.398092655251594
"332",332,1976,"wyoming","WY",56,83,68,"US President","","",TRUE,1387,156343,20171015,0.00887151967149153
"333",333,1980,"alabama","AL",1,63,41,"US President","Reagan, Ronald","republican",FALSE,654192,1341929,20171015,0.487501201628402
